text,label
pacquiao supported binay icompare ba naman lgbt hayop wag iboto mapanghusga pray manny pacquiao url,1
mar roxas trabaho lang daw wala syang drama aba eh wala rin namang boto hehe abscbnfail,1
username username balte anak binay di papatalo tusok lang yan baba xd,0
cruz beats trump binay ’ plunder case japan ’ robot farm number pm w rap url,0
kainis ad binay,1
mar roxas tacloban survivors bahala kayo buhay nyo,0
rt username investors wary binay win –eiu url username vote ph number url,1
saw solid roro supporter sharing petition poe withdraw people hiding afraid duterte,0
username username area security vicinity diego silang center visit vp binay company url,0
number pm duterte leads number poe follows number k pili pinas number ph vote,0
alan cayetano buying binay ’ defense url via username,0
ppcrv presidential candidate results partial time p number duterte number 606_number 829_number number roxas number 290_number 234_number number ... url,0
standard update jejomar binay mar roxas roy seneres promise participate comelec ’ presidential debates,0
vp binay attends number th anniversary bsp batangas via username url,0
abaya sindikato,2
mar sindikato nung wala daw yung totoo mar roxas sariling interest lang talaga alam mo perfume,1
username username yung naunang wala aasahan lalo kina binay roxas,0
go win mar poe cheated go win duterte miriam cheated election number,1
poe camp fires back duterte url username vote ph number url,0
nakakatakot pag si duterte nanalo baka mamaya panay mura malabong murahin lang estudyante,1
binay camp sees ‘ moral victory ’ sc decision url via inquirer,0
meron pala talagang boboto kay mar binay noh seryoso wew,1
napanuod advertisment mar roxas ilipat yung channel ugh nakakaburyo,1
sinabi sum number mar roxas pretentious leader everyone sees clearly ayaw dilaw,1
binay cayetano alam number days sen alan cayetano aktiboto duterte cayetanoin ust,0
drinking game juanvote commune ph shot every time grace brings fpj,2
number,2
pili pinas debates number halalan number,0
tulfo devoted duterte obvious reasons bets binay last debate url,0
roxas plastic,2
binay kawatan,2
poe drama,2
santiago hugot,2
duterte halimaw,1
mayor guia gomez mar roxas full support username,0
remembering yolanda ph victims survivors likewise forget mar roxas p noy treated leyte ños yolanda number years,0
puta humahabol si mar roxas nooooo,1
latest refresh unofficial partial votes duterte went number 50_number votes roxas went number 149_number votes du number du number halalan r esults,0
already said piece yesterday let mislead public filipino people decide poe number url,0
mar roxas pilipinas debate number opening statement url via username,0
username made night thankyou fback binay iloveyou,0
buti si binay,0
puro ad misericordiam political ads binay hu hu mas maganda panuorin micronutrient deficiency ad bearbrand,1
kang si binay wala namang binatbat puro lang hangin katawan nog nog hambog,1
print con number abc president ceo josephine reyes svp frederick alegre sen nancy binay url,0
username username katotohanan bintang ky vp binay gawa gawa lng yn binay nangabak ilocos,0
calling mar roxas bobo achieved done greater things us show little bit respect please :),1
hala si binay,2
binay zambales url,0
si binay nagfifeeling pia wurtzbach drama lakad nang lakad pili pinas debates number,1
nangangamoy daya mar roxas number nd spot oh,2
ph vote duterte election number,1
humahabol sina mar leni oras roxas leni daang matuwid,0
username oh ba si mar roxas dati hawak departamento namamahala transportation nya naaus yan pilipinas,1
rt username nognog pandak laki hirap ... whispers u binay ... binay ... binay url,1
pang tv ad binay,1
paolo roxas delivering speech lp miting de avance eleksyon number via username username url,0
mar supporters thoughts pls viral videos spreading final pcos test shows roxas instead duterte coincidence,1
username username username binay independent commission waste taxpayers money let sandigan doj job idiot,1
mar roxas win,2
url,0
natawa news abt binay https :/ co ttsbprmmrn nya w kana chix number q kng pano nya sinulot vp position 3_number p nay raw ever,0
nawawala si kuya binay di masearch,0
yung mukha binay di dinedeclare carcinogen inuna niyo bacon,1
tv number aksyonsa tanghali vp binay bumaba kontra ibang kandidato bagong sws survey url,0
username still waiting duterte pag ayaw nya talaga vote miriam,0
binay,0
inuusig ayaw mapagpatuloy programa palibhasa anak mayaman vp binay binay,1
president rodrigo duterte,2
vice pres bongbong marcos,2
secretary miriam santiago,2
cleaners,2
mar roxas,2
jejomar binay,0
kuya mar roxas donald trump went wharton took bs economics voting mar would mean voting trump,0
sobrang yung nag ci cringe si binay sumasagot pili pinas debates number,1
mar roxas epal,1
roxas camp ppcrv apologize spreading unverified information via alexisbromero pilipino,0
pag iyang putanginang mar roxas iyan nanalo aba wag manatili pinas ayaw dilaw,1
username impossible long vp binay leading government binay,0
mayor binay nakaiskor vs ombudsman url url,1
number kim chiu kris tv,2
number rm ts,2
number grace poe,2
number heneral luna,2
number binay,2
number 17_number time pht trndnl url,0
activists turned ill mannered citizens im bias bout du number binay stand impolite students become,0
username binay really strong masa see one way mar never tapos laitin skin color,0
username hala pinatay yung tv eh kanina number million si duterte tas si roxas number ganun,0
rt username username ha lol imo post kay binay ya,0
username bang pagkumpara lang umangat ganyan ba pananaw mo haist tsk tsk username,2
binay,1
basta basta si binay,2
binay un asa ilocos,0
username username username binay conscience ... got opportunity based evil,0
username username username username username username username nakoo haha buti pandak go binay,0
pagiging batangue ño ginamit alas binay panunuyo mayaman botong lalawigan batangas ngayong araw,0
kakambal magnanakaw sinungaling sen trillanes binay tv ad true url binay,1
santiago binay roxas poe iboboto mo susunod lider pilipinas,0
standard bearer vp binay talking ñaque mayor olivares member ruling liberal party username url,0
cheap mar roxas url,1
condonation doctrine maigigiit binay,2
maigigiit rin makati mayor jejomar erwin “ junjun ” binay jr ... url,0
mar roxas withdrawing candidacy winnable anyway,2
roxas poe ayaw dilaw,1
rt username sobrang hot binay nasunog ape chottie,1
username mo ung trend binay haha utas nababasa eh,0
mayaman si mar roxas mayat maya advertisement tv pasintabi nalang po kumakain,0
username pag tampo saknya pakinggan mo ung advertisement binay lalo kang manggiligit,1
grabe pinagdaanan n junjun binay thank youforthe love,0
vote duterte username end hate late haha,2
duterte till end url,0
anti binay ad kay mar ‘ yan nancy kampo da ­ting interior secretary sec mar roxas nasa ... url,0
anong isasagot mo pag binati mar roxas good morning,0
taong hinding iiwanan si vp binay yan,2
b number nay,2
binay winner,0
daming nasilaw pera kaway kaway nautp leni robredo mar roxas bukas impyerno pasok nalang kayo,1
trend update,2
duterte till end number k tweets,2
black propaganda trending number hours,2
good day team abroad url,0
good morning binay makati philippines url,0
ust binay record degree university url duterte duterte cayetano url,0
rt username kalimutan criminal neglect noy aquino mar roxas yolanda victims bahala kayo buhay nyo https …,0
username mamatay lang binay matapos wala kayong palusot,1
username ba naman wag si roxas okay naman yun e kumpara mo naman kay binay poe hahaha,0
maniwala akong mas madaming boto mar roxas kesa kay leni,1
tangina nakakaiyak ... santiago duterte gosh,0
duterte pigil,2
binay w drama bira,2
poe courting womens vote,2
miriam buffering,2
mar batman,2
pili pinas debates number,0
come,2
binay press conference,2
steal gov funds ;),2
binay url,1
scale number mar roxas desperate ayaw dilaw,1
punyeta talaga yung commercial binay nakakainis,1
mar roxas meant department common sense url,0
username ngano daw mas puti pas binay kayni roxas hahhahhahhahahhaa damn shit,1
witnessing duterte grab commanding number lead roxas goes show one cant really cheat way presidency national lvl,1
username username natatakot si binay sayo go binay,2
binay makati san,2
pagbabalik binay makati,0
good read duterte number mananalo lang kayo mar roxas jojo binay mandadaya kayo bayan muna ... url,0
passed looks like poorest part makati binay,1
masasayang boto natin kay vp binay natin ibibigay sigurado,2
b number nay,2
binay winner,0
fast talk si marian sagot,2
huwat ur peborit tv show,2
binay gandang gabi vice,2
miriam national geographic,2
duterte soco,0
mo pangulo nilalabag mo batas toh halalan number mar roxas punyeta username url,1
amateur hour naman poe grace poe takes back offer make duterte anti crime czar tsk tsk tsk ayoko poe duterte,1
di ba tapos ung limit binay commercials nya sobra ata eh ... naka bilyon yan kapal mukha ... url,1
pipiliin dumidepensa kay danding meron namang mar roxas handang ipagpatuloy pamamahagi coco levy fund wag poe,1
nakakaloka yung campaign ads binay,1
pagsira dangal binay aldub decision,0
grabe naman eh manligaw yo negro halimbawa si nagbigay name bibigyan mo chance hulaan si binay,1
mar roxas bigtime nanaman si teenking congratz haha username showtime big b last url,0
paniniwalang mananalo si mar parang paniniwalang uunlad pilipinas daang matuwid short di totoo sayang poe,1
ha feb number start e sawa nga tv ad binay roxas poe eh lol url,1
confirmed team miriam address issue poe sister thats bongbong marcos trending,0
binay escudero meet davao city restaurant url via inquirer,0
binay spox username lacierda vp distracted petty name calling unpresidential spokesperson username,0
username username po number ronalyn tamsi manning police cart visit vp binay company url,0
taena mo binay ikinakahiya nang negro,1
binay commercialsssss :/,1
@interaksyon vindictiveness binay bats evidence based fight vs corruption http :/ co nhtmfxfhai url umph,1
laking insulto kay mar roxas dq si poe mag self destruct si duterte ayaw rin masa mas si binay,0
rt username wtf binay commercial number mister number misis,1
hi username new number government start mindanao development plan ph vote poe asap username username kwentuhang halalan,0
guanzon alleged closeness roxas textmates url username username username username,0
matter life takes ’ forget came binay makati san pagbabalik binay makati,0
binay,1
trillanes binay ’ plunder case involves p number number billion url,0
unless nagbago pulso tao nitong nakalipas araw eh kanto usapan duterte vs poe kiber kay mar,0
binay going win saying pro binay gonna win,0
ky binay,2
psy happy birthday angelo love push awards kath niels,0
username bet ba wag naman sanang binay roxas,0
username si binay rin mayor makati dinaan daya :(,1
wag sana ulit magnakaw binay sana gandahan niyo pagbutihin niyo makati maawa kayo,1
dinamiraming kasalanan binay di niyo ipamukha parang insulto pagiging maitim rp number fanfic better,1
mar roxas url,0
rt username lang kay mar roxas,1
supreme court upholds ca decision junjun binay case cnn url,0
binay standing debate make points think standing campaign pili pinas debates number,0
sobrang shady binay dun number v number mar,0
leadership action position need president implement promise well ph vote poe,0
bobotohin nga si binay taga laba plantsa mamalengke,0
putang grace poe maipasok lang hoy gaga labanan mo muna si lizardo mag aral kang ... url,1
di alam duterte nga ba binay shhh ...,0
ayaw talagang mag concede binay ah parang pinaglalaban ha halalan number,0
wala kaming pake binay pandak ipagmalaki mo ung nagawa mo bansa yung makati lang,1
puro katangahan tong pinagsabi binay,1
username username itong si miriam kasi parang laila dilim duterte mas manalo si miriam tsaka tagal,0
naku poe react duterte misogyny find lecherous behavior proclamation rally distasteful,1
hay nako mar roxas bawal mag text,1
parang tanga lang yung ad binay wala kaming paki nognog leche,1
username username buy kind political gimmick stupid paid people vote binay,1
magkakarebolusyon talaga rito pilipinas pag nanalo yang si mar roxas ayaw dilaw,1
budget additional number k sss pension kasi ginagamit mar roxas pangbayad campaign ads,0
rt username binay commercial korean version,2
nognog kai,2
pandak suho,2
laki hirap kyungsoo,2
yan exo,0
username bcos magno seriously supporting mar roxas hahhaha kultong dilaw tradition daw ha jk,1
fruitas gave mar roxas cup naglasang apple yung mango shake url,1
daming polls ayaw isama si binay di ba talaga pwedeng isama choices vote maine fpp kca,0
manalo si duterte ... kay mar roxas parin ...,0
watch grace poe supporters protest receiving p number incentive promised video,2
po ejuangco url,0
timeline mar roxas ’ call unity grace poe ’ rejection url url,0
patama poe binay hits poe never abandoned country read url username p hvote url,0
binay commercial featuring oppressed marginalized filipinos called nognog plain stupid outright rude nakakainis,1
drama mar number win number duterte number need inc grace let talk grace ridiculed,1
nakikinig ba kayo teleradyo kwenta sumagot si grace poe jusko,1
rt username aquino state nation,2
binay state vice president,2
poe state grace ... poe,2
mtv stars taylor swift,2
k …,0
liars always liars p noy mar roxas url,1
ugh username username reads shitload news enough binay burn eyeballs today,1
hnd lang sya bastos maniac mamatay tao notodutirty,2
yes roxas robredo,2
roxas wanted president url,1
mar roxas yun totoo bobo,1
sama sama halina magkaisa tuwid daan mag iisa roxas robredo,0
puta grabe yung jabar binay ha,1
mercado kayo matakot nawala binay mawawala serbisyo niyo username vote ph number,0
duterte poe binay answers vague shady binay complexion saln ugh pili pinas debates number,1
nkkbwiset tong binay,1
luneta duterte cayetano good job mar roxas pnoy yan tuwid daan tunay diktador url,1
accept fact poe roxas lose credibility decided unite duterte ayaw dilaw,1
call unity call decency call democracy mar roxas salute mar roxas,0
scariest story ever heard right binay wins,1
di function yan binay url,0
mar roxas dalhin muna si dj roxas city loveyou,0
unlike rich rivals binay hails poor kuno boom drama mmff url,1
‘ pasay boy ’ binay gets sentimental b day read url fully informed url,0
roxas binay miriam ugh,1
ayan nanaman yung kay binay kay binay kasi kurakot sya nasagot ba shatap haha mute pag yun patalastas eh,1
pinaka korning commercial yung kay mar roxas,1
name binay fandom bina yaran :) basta ja dine lang,1
rt username mar roxas first choice alden get naghanap second choice cheaper daniel padilla …,1
sorry duterte poe answer number st question properly pili pinas debates number presidential debate number,0
really expecting good mar roxas ... haha,1
puta mag che check novotel kay mar roxas pala yon pucha,1
asar kay mar,2
roxas robredo,2
roxas number url,1
mar daang matuwid roxas,2
jojo makati binay,2
rody p tang ina duterte,1
username araw araw scandal kingina brader susunod si binay puta hahhaha,1
rt username nag compare r number e kay binay terms triumphs maraming nagawa necessarily good daw k l p …,0
please vote mar roxas traffic enforcer,0
think duterte miriam roxas really,0
mar roxas patuloy mong pinapatunayan bobo nalaglag rin talaga utak mo gago laglag bala mar bobo url,1
dating dilg secretary ronaldo puno itinuturong nasa pagbangon vice president presidential bet jejomar binay …,0
binay psh,1
mean mar roxas said yes grace poe said ayaw dilaw roxas poe,1
username username username binay woman even allowed work makati city hall duterte,1
binay tarp draws criticism url via cebu daily news,0
president vice president,2
mar roxas leni robredo,2
url,0
binay touches skin touches,1
username mar roxas ha,0
mar roxas minus ‘ razzle dazzle ’ url,0
binay akong nagawa mas kang nanakaw,1
care father grace care father either stop appealing emotions pili pinas debates number,1
anti duterte tv ad future classic,0
candidate number number jejomar binay philippine presidentiables number series part number number username url via username,0
@kuya duterte sabihan mo yang si pareng binay wag magvivideo madilim mahirap,0
username lge know sumusunod si roxas duterte wth,1
please lord duterte make miriam never roxas du number ftw election number,0
lang sumalubong p number kada tao wow papangalanan mr mar roxas ba ganyan :(,1
yawa manis mar roxas oi passenger fault bullets luggages,1
username username basta taga pasig mandaluyong pogi maganda yan diba boss angel taga makati kamuka binay eh hah,1
binay vows champion one town one product program dti p hvote,0
binay eats lunch moa food court selfies username url,0
binay voters poor received continuous benefits vp ...,1
saludo taong kayang lumaban mag pinagtutulungan,2
saludo sayo binay,0
binay without logistical system support sm es wealth became concentrated poverty deepened p hvote,0
mar roxas full statement inviting grace poe unity meeting kuno url,1
enrile said even though many allegations binay candidacy remains strong politics ph,0
’ kaugnay alegasyon katiwalian korapsyon ayon kampo binay layong sirain kandidatura bise presidente,1
roxas robredo number epic fail mar roxas campaign video featuring billy crawford jay r kris lawrence url,1
hala naunahan roxas si poe hay naku ... manduduga,2
eleksyon number,1
hala binay,1
username hate double standards seen pro admins calling poe binay epal well kasi practically thing,1
banas banas campaign advertisements mar roxas,1
mainit nga pinatay yung power taksyapo binay kasalanan moto,1
hay nako mar roxas shut nalang,1
yung paglapit binay audience parang yung naglalakong tindero kalsada di mo naman product nya pili pinas debates number,0
mar roxas surrenders three days ahead battle dials grace poe help goes … url,0
username huh si binay naninira pagkakaibigan aha,0
username oo nya igorot daw ksi si binay hha nainis tuloy kurakot yan puro makati lang yan di nagevolve,1
seen worst mar roxas yolanda stroke nation last number proved incompetent leader poor manager,1
pal shot dead binay vows serious crimefighting name honasan anti crime czar url url,0
si binay makatitig wagas si chiz makaiwas halatang feelings nalalapit poe dis grasya url,1
username kasama si binay p noy administration diba part sya lost opportunity,1
tulong binay nakatatak binay url,0
roxas robredo drama totoong pilipino isip salita gawa di pagnanakawan,0
nmin ibnibenta boto nmin mar roxas hlagang number pesos kpalit number years mong pamumuno president big ayaw dilaw,1
duterte number 829_number mar number 363_number poe number 742_number binay number 269_number miriam number 333_number via ppcrv partial unofficial ph vote duterte,0
kang tanga roxas pag presscon si poe lang mo makausap ayaw mo si binay santiago threatened ba,1
ba laging makati pinagmamalaki binay anong nagawa number years vp,1
ewan yo binay yes lang segway segway hala nasunog nog nog nog nog nog pili pinas debates number,1
nognog,2
pandak,2
laki hirap,2
olage si binay nah sgeg balik number nga commercial samoka haha,1
grabe gumalaw ung upuan without someone something pushing baka naman nandon si binay hndi lang kuya tanod number oras,1
pag duterte bongbong di nag iisip pag roxas robredo nag iisip sya kayo matalino,1
pagtakbo duterts lalo lang nyang ipinapanalo si binay hay nako,1
nanalo si mar roxas alam election number halalan number dayaang dilaw,1
people absolutely bloody way hell mar roxas improve aquino admin shortcomings wins mask,1
sige nga unahin mo si gloria tapos si revilla tapos si estrada tapos paki pila si binay url,1
@phpolls iboboto halalan number president binay,0
username username username binay suspended state disbelief harder time paying advances plunder case overhang ...,1
hello naman mar roxas dyan political ad mong animal prang kwadra pinatayo nyong pabahay tacloban gago push awards kath niels,1
username di tapos issueng sisihin host binigay maling information vp binay binay love,0
using logic binay cheated vp race number url,1
isama niyo naman anak binay hoy rp number fanfic,1
username new breed leaders duterte vs poe number forget trapos old insiders,1
mar roxas level url url,0
wrong move nanaman tsk tsk mas dumami lalo supporters duterte ... notomarroxas,1
feel like debate would,2
cement digong numbers opposite,2
b shoot roxas binay,2
c nothing poe,0
korina ipaghiwa mo nalang pie gamit ballpen si mar binay pili pinas debates number,1
mar roxas magpapadraft pba ... baka sakaling manalo ... url,0
binay aldub fixed marriage,0
amina binay oy,1
username username digong binay,0
huge disappointment mar roxas swear keeps dragging duterte mar really think would make name aromatic,1
username mukang pati pag sipsip palpak si mar binay makati san abby binay makati,1
duterte miriam pls wag lang roxas,1
“ action always bring happiness happiness without action ”,2
pagbabalik binay makati,2
binay makati san,0
manalo si binay md si idol du number wag lang kampo boompanot panot onlybinay md du number,1
tanga tanga talaga nancy binay eh tskkk,1
nation mar roxas withdraws request namesake lp url via gma news,0
number hashtags road trip showtime,2
number sayang poe,2
number pilipinas,2
number mar roxas,2
number happy number th bday rk,2
number 7_number time pht url,0
vp binay says nothing changed loveli ness alma moreno amid internet bashing magaling rin magpresenta masa via username,0
wala kayong mauuto tactics mo mar roxas giving false information get votes kapal mukha dayaang matuwid dayaang dilaw,1
tangina binay tigil tigilan mo nga commercial mo,1
grace poe starts name dropping daddy another necropolitics tactic sad sad pili pinas debates number,1
rt username investors wary binay win –eiu url,0
binay yan si binay parehas kaarte arte katawan,0
rt username binay vs nikko never know nognog pshr kapamilya blockbuster,1
rt username question need asked aquino roxas know grace poe american asked poe mar vp number …,0
retweeted elections number @phvote ):,2
vp binay officially launching presidential campaign welfareville ... url,0
username username username username one longs power anything yan si poe,0
trillanes going jail case filed binay nauna,0
puro negative yung ibinabalita nyo kay du number samantalang kay poe roxas wala worst nyo pwe username,1
iboto si binay makurakot pera bayan,1
username si mar roxas mananalo kameng disesnte matitira :d,0
shame talaga yung advertisement binay,1
doctrine condonation puwede ring gamitin junjun binay aksyonsaumaga url,0
tau gamma kay roxas apo kay binay labanan pokemon eh si duterte ayun jejemon url url,0
username dutertes statement shameful vote binay way corruption rampant,1
mar roxas could easily sent grace poe viber message instead going national tv putting lady senator spot,0
mag sama kayo roxas tsala trillanes,1
oh ayan nangangampanya si mar roxas otwol back,0
first hand ive seen binay convoy nung sinabi pnoy wang wang binay wang wang everywhere ... url,0
vp race much aggressive presidential de castro vs legarda binay vs roxas marcos vs robredo bbm,0
today vp binay b day happy birthday vp stories url,0
ei yung tinanong yung kasambahay iboboto sinagot binay puta ate lumayo sakin baka masapak kita,1
santiago roxas neglecting foresights regarding binay sorry sorry,1
k papakullng mo ba si duterte pag president binay aah eeh ahh eehh,0
black propaganda mayor duterte brought us roxas trillanes traydor poe tang ina dayaang matuwid dayaan moves,1
bayan makulay pag si vp binay nag tagumpay,2
mambobolang duterte,1
could life take mar roxas seriously,0
baka pati aldub narin mar roxas anu bayan url,1
ayan naman yang punyetang campaign ad binay,1
ayan nanaman yung ads mar roxas,2
halatado po,2
boy prenup shoot,2
kapuso brigade,1
pwede si du number wag lang kasi si poe ha mds halalan results,0
post shared comes vp binay taberna pretends see evidence even evidence ... url,0
binay nognog pandak laki hirap edi wow,2
yfsf goosebumps,1
rt username username naisahan binay duterte sagot mo di kasama si roxas pagipilian naendorse …,0
tumigil binay rin kita iboboto ulol,1
scale number mar roxas gaano desperate,2
c,1
tambalang mar roxas leni robredo nanguna bilangan lungsod tarlac tarlac city po datos yan abelpablo,0
actually di taga makati napapaisip di naman siguro gaganda makati puro corrupt lang c vp binay wtf,1
sorry solemn day must comment use daniel padilla endorser mar roxas,1
rt username boy scout laging handa ... magpaalalay konting putik lang aayaw tsk tsk tsk ... si binay nga naman ... url,1
presidentiables ranks number santiago roxas tied number poe number duterte number binay vp number robredo ... url,0
vp binay income tax returns number nd highest,0
wag lang sanang mahati boto miriam duterte baka manalo nognog minion amerikana xp duterte number,1
mar roxas new tv ad makes sick sakit mo mata sir,1
mar roxas naiintidihan mo naman siguro bayan muna ayaw dilaw url,1
binay urges ombudsman junk cases url url,0
username cong ronnie cosalan benguet also lp tell viterbo went binay know viterbos seen,0
making kind ad shows desperate ppl destroy mayor duterte image,2
abscbn worst station,1
whoever wins wins dont cheat true love country dont cheat ph vote ph vote roxas ph vote duterte,1
enough aquino daang matuwid let pray roxas top dayaan n lang nangyari yun halalan results election number,0
bat si rickman anjan naman si binay si roxas :3 tsk tsk,1
personally think poe enough credentials presidency forget escudero man avid ... url,0
sinungaling binay po kaalaman mister vice president living age ... url,1
pangako mar roxas pag mananalo bahala kayo niyo mar,0
si mar mananalo ba,2
mas maigi pang sina duterte poe santiago manalo,0
paulineortega ever feel stupid remember people actually vote binay number,1
nakakaloka talaga yung campaign ad binay,1
crazy miriam duterte,1
malaya headlines wednesday number 15_number binay roxas trade ‘ biggest spender ’ raps palace roxas camp downplay ... url,0
ayan nanaman binay malapit kasi eleksyon ganyan wew,1
binay addressing pasay folk kahirapan kahirapan parin username url,0
binay amputa,1
standard update sen miriam santiago ’ ‘ meet greet ’ event bahay alumni diliman begins number pm monday,0
hoy binay wag mo kaming idamay pagka nognog mo bwiset pakyu,1
username ahh ha ... pabago kasi isip duterte ... baka mmaya magback sya sayang yun boto kay miriam,0
ganda bagong campaign ad binay nakaka goosebumps sobra grabe kainis pota char,1
naiirita tuwing nakikita commercial binay pwe,1
fck imissyou binay :( username,0
bobo binay pili pinas debates number,1
ba yan mar everytime nakikita kita pra nahihilo hah sakit mata nung yellow ha peaceyoww mar roxas,1
binay ikay tumigil,1
vp binay visits lando ph hit pampanga joins boodle fight flood victims username url,0
nagnakaw nga si binay naman taga makati nakinabang diba okay rin sya sakin um,1
advertisement binay pangangandidato eh puro self pity,0
combining mar poe numbers duterte stood chance wanted win wanted duterte lose soo,0
supreme court upholds ca decision junjun binay case url url,0
username blinded ambitions tsk,2
binay makati san,2
pagbabalik binay makati,1
nancy binay alma moreno start political party change ultimate nganga aspirants,1
username pity candidates resort nega campaign instead specific positions issues binay except yet answer charges,0
describe pure hatred mar roxas trillanes death note please,1
one need astute political scientist predict absolutely certain loss mar roxas number elections stars spoken,0
wow see ad tv saying bad things duterte ever paid pathetic instead showing postives ...,1
rt username mar roxas hmmmp sorry dj di iboboto lang inendorso mo mas karapat,1
rt username binay touches skin touches mofo,1
pagnanalo si binay pagkapresidente ... grabe bobo talaga masa,1
kakulay binay haha url,1
gka bwset kos ads binay,1
si binay kay,0
daily tribune headlines sunday number 15_number binay slow rehab ‘ mgm ’ disaster ’ lumads blame noy lp ... url,0
really like leni robredo however joining stupid publicity stunt mar roxas making vote vote number god hel p,1
whoa final testing pcos machine lanao del sur puro mar roxas lumalabas duterte naman ... url,0
still damn hot malapit kulay si binay,0
statement username username revelation lp allies asked file dq case poe url,0
rt gmanewsbreaking roxas anti binay ads naman gagastusan iyan eh nahihirapan akong maghanap pera ads ba …,1
bagong commercial si binay nognog pandak laki hirap,1
get real number accounts number banks wonderful analysis prof monsod amlc case binay url via username,0
si mar roxas yung classmate mong nandaya pumasa,1
xenxa n rant binay n nman mayor nmin mouth shut mk ht lng aldu bin italy day number,0
username get facts straight descendant quezon tell mar roxas withdraw give way grace poe,0
mar roxas game url,0
mar roxas burn binay hala nasunog nog nog nog nog pili pinas debates number,1
cause death binay tv ad,1
rt username binay president url,0
rt username set members saj carpio js de castro brion senators sotto legarda cayetano aquino villar binay username …,0
vote duterte vote miriam waste votes roxas dayaang dilaw election number miria mfor president,1
ask tax whiz vote binay url url,0
naku sunog binay ayaw sagutin corruption kasi totoo pili pinas debates number,1
binay conceded duterte bbm thing leni url,0
bang kinakatakutan roxas kay mayor duterte takot mawalan kapangyarihan laki ginastos desperado ayaw dilaw,1
trending vp binay open letter sabagay punto nga naman si ms cynthia ba kasi nagawa vp binay vice president ...,1
totoo pala nalilito si miriam si duterte yes makakapag isip,0
username username police presence provided pers station visit vp binay url,0
reading binay dines people cabanatuan thread wake filipinos,0
mar roxas really number million filipino still believes wahaha url,1
wala namang binatbat e kang si binay nog nog hambog,1
haahaha kinaya si aura binay url,0
cant duterte president santiago v p duterte number,1
gapangan full swing quezon province liberal party distributing number k vote mar roxas username,0
username bayaran tao makati pay daraya balota ... grabe binay sakim,1
ba yan binay nagcause traffic,0
username hays talo binay honasan dpat nalang eh,1
username shooting ur mouth ted di nakakatawa related never pro binay pwede ba,0
binay next admin push revised individual tax corporate rates ph biz con username url,0
tangina anong kagaguhan yung nababasa buti si binay simple lang ha bugok,1
number hour break transmission awhile ago made mar roxas reach number nd spot,0
ala pwede pwedeng dikit si duterte kay roxas halalan results,0
kapa binay bat di mo yan nung vice president kapa pili pinas debates number,1
wonder number year could added p noy services country mar roxas immediately roxas robredo url,0
trillanes roxas pnoy chillax oras nalang hinihintay pwede kayo mag laro hide seek,0
rt username wag niyo makumpara kumpara si nancy binay kay alma ha si nancy negra si alma moreno enebenemyern,1
sc asked declare illegal vp binay ’ leadership boy scout philippines url,0
global pinoys elected binay say corruption url,1
pt yet election season bullshit arises entirely government fault local voters binay marcos,1
haters gonna hate bsta vp binay binay makati san,0
di lang naman mananalo si duterte mds si poe nalang pls wag lang kay roxas,1
mar roxas cheapened unity inviting poe binay miriam duterte unity daw perpetual division,1
username iwanan kay binay,2
binay nangabak ilocos,0
rt joseph morong petitioner atty estrella elamparo object consolidation cases vs grace poe gmanews,0
wew sumama si jolo revilla dun kampanya binay,0
escudero duterte ‘ use poe ’ case excuse run ’ url news,0
vp binay power paa susuko db binay zambales,0
hey hey hey know binay gets lot hate dragging issue bc skin color uncalled pinoy nga naman,0
bobotante nangunguna survey presidentiables si vice president jojo binay ayon social weat ... url,1
president called alliance poe roxas last option deter duterte imminent win duterte till end,1
sorry grace poe reason renouncing filipino citizenship pure bullshit,1
puppet daw dilaw si leni si duterte puppet pula binay puppet asul poe puppet puti rainbow ba eleksyon number recount vp,1
alam nagyaring ganyan bukas si mar roxas pakana desperado eh ... url,1
username username username username nga kinain dilim,2
binay,1
shut binay alam naming nognog di mo kelangang ipaalala,1
mas pipiliin si mar roxas manalo kesa kay binay bayan muna,1
president aquino defended anti poverty campaign vp binay ’ camp says ’ enough url,0
secret antonio tiu real owner,2
hacienda binay url,0
binay kahirapan,2
miriam economy,2
duterte criminality,2
poe agriculture,2
roxas tsinelas korina,2
pili pinas debates number,0
pangulo si mar roxas ishare mo number tao within number mins magkakaron sobre wag kang tumawa yung kapitbahay meron,0
rt phi news number watch controversies mar roxas faced url via tv patrol halalan number url,0
watch username drama trabaho lang url roxas robredo number username url,0
binay completes senate slate url url,0
nagiinit talaga ulo pag naririnig boses saka pag nakikita uban mar roxas eh,1
naiinis nako commercials nina binay mar di contain sorry talaga nakakainis grrrrrrrrrrrrrr,1
nakakainis yung tvc binay ehe,1
“ personally ’ end ” isabela gov faustino dy said endorses lp prexy bet mar roxas url,0
score receivables stress quiz like binay duterte big fucking joke,1
shet catchy yung jingle binay fck,0
tvc kay binay ...,2
mama di mamatay,2
,0
@abscbnnews binay pre judge inc leaders url url,0
binay part current administration di ba bat ba nya tong pinagsabi nya,0
hello mar roxas live news number everywhere ppcrv partial unofficial results time ph vote duterte ... url,0
roxas robredo shows trending topic philippines rank number,0
alma moreno greater chance winning ever nancy binay previous elections bashed ended victorious,0
time president phonenumber duterte rody pdplbn phonenumber poe grace ind phonenumber roxas mar ... url,0
kay binay ... alam ok,1
